"序号","文件名","扩展名","大小MB","一级目录","模块","内容类型","建议标签","格式处理建议","相对路径","完整路径"
"308","2023年西安高层次人才教育类招聘考试真题及答案解析.pdf",".pdf","0.22","西安高层次人才教育类","待判定","真题","核心","建议建立摘录索引，必要时提取文字","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2023年西安高层次人才教育类招聘考试真题及答案解析.pdf","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2023年西安高层次人才教育类招聘考试真题及答案解析.pdf"
"309","2024年西安高层次教师招聘笔试真题回忆版.docx",".docx","0.02","西安高层次人才教育类","待判定","真题","核心","建议后续转为Markdown/可编辑笔记","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2024年西安高层次教师招聘笔试真题回忆版.docx","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2024年西安高层次教师招聘笔试真题回忆版.docx"
"310","2025年西安高层次教师招聘笔试回忆版真题部分题目.docx",".docx","0.02","西安高层次人才教育类","待判定","真题","核心","建议后续转为Markdown/可编辑笔记","西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2025年西安高层次教师招聘笔试回忆版真题部分题目.docx","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【真题】西安高层次人才招聘考试考生回忆版真题（可能答案有错）\2025年西安高层次教师招聘笔试回忆版真题部分题目.docx"
"311","陕西省省情常考知识点总结及题库.docx",".docx","0.01","西安高层次人才教育类","陕西省情","题库练习","核心","建议后续转为Markdown/可编辑笔记","西安高层次人才教育类\陕西省省情常考知识点总结及题库.docx","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\陕西省省情常考知识点总结及题库.docx"
"312","西安市市情常考知识点总结及题库.docx",".docx","0.01","西安高层次人才教育类","西安市情","题库练习","核心","建议后续转为Markdown/可编辑笔记","西安高层次人才教育类\西安市市情常考知识点总结及题库.docx","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\西安市市情常考知识点总结及题库.docx"
"313","6600教育心理学部分.pdf",".pdf","0.71","教基教综","教育心理学","题库练习","刷题","保留原格式","教基教综\【02】教综6000题\6600题库\6600教育心理学部分.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【02】教综6000题\6600题库\6600教育心理学部分.pdf"
"314","6600教育学部分.pdf",".pdf","1.29","教基教综","教育学","题库练习","刷题","保留原格式","教基教综\【02】教综6000题\6600题库\6600教育学部分.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【02】教综6000题\6600题库\6600教育学部分.pdf"
"315","6600小四门部分.pdf",".pdf","0.75","教基教综","教育综合","题库练习","刷题","保留原格式","教基教综\【02】教综6000题\6600题库\6600小四门部分.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【02】教综6000题\6600题库\6600小四门部分.pdf"
"316","6600心理学部分.pdf",".pdf","0.65","教基教综","心理学","题库练习","刷题","保留原格式","教基教综\【02】教综6000题\6600题库\6600心理学部分.pdf","F:\BaiduNetdiskDownload\教学资料\教基教综\【02】教综6000题\6600题库\6600心理学部分.pdf"
"317","【10】全新教师招聘考试教育综合知识（教师职业道德）章节系统复习讲义_【金榜题名教育培训】.doc",".doc","0.27","西安高层次人才教育类","教师职业道德","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【10】全新教师招聘考试教育综合知识（教师职业道德）章节系统复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【10】全新教师招聘考试教育综合知识（教师职业道德）章节系统复习讲义_【金榜题名教育培训】.doc"
"318","【8】全新教师招聘考试教育综合知识（教育法律法规）章节系统复习讲义_【金榜题名教育培训】.doc",".doc","0.35","西安高层次人才教育类","教育法律法规","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【8】全新教师招聘考试教育综合知识（教育法律法规）章节系统复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【8】全新教师招聘考试教育综合知识（教育法律法规）章节系统复习讲义_【金榜题名教育培训】.doc"
"319","【6】全新教师招聘考试教育综合知识（教育心理学）章节系统复习讲义_【金榜题名教育培训】.doc",".doc","0.47","西安高层次人才教育类","教育心理学","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【6】全新教师招聘考试教育综合知识（教育心理学）章节系统复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【6】全新教师招聘考试教育综合知识（教育心理学）章节系统复习讲义_【金榜题名教育培训】.doc"
"320","【2】全新教师招聘考试教育综合知识（教育学）章节系统复习讲义_【金榜题名教育培训】.doc",".doc","0.54","西安高层次人才教育类","教育学","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【2】全新教师招聘考试教育综合知识（教育学）章节系统复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【2】全新教师招聘考试教育综合知识（教育学）章节系统复习讲义_【金榜题名教育培训】.doc"
"321","【4】全新教师招聘考试教育综合知识（心理学）章节系统复习讲义_【金榜题名教育培训】.doc",".doc","0.34","西安高层次人才教育类","心理学","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【4】全新教师招聘考试教育综合知识（心理学）章节系统复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【4】全新教师招聘考试教育综合知识（心理学）章节系统复习讲义_【金榜题名教育培训】.doc"
"322","【12】全新教师招聘考试教育综合知识（新课程改革）知识点复习讲义_【金榜题名教育培训】.doc",".doc","0.36","西安高层次人才教育类","新课程改革","题库练习","刷题","暂不批量转换，精选后再处理","西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【12】全新教师招聘考试教育综合知识（新课程改革）知识点复习讲义_【金榜题名教育培训】.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\全新西安高层次人才教育类招聘【教基】考试必过复习资料价值980元新版\【12】全新教师招聘考试教育综合知识（新课程改革）知识点复习讲义_【金榜题名教育培训】.doc"
"323","【必看】免费领取49套真题.jpg",".jpg","0.79","教基教综","教育综合","广告说明","暂缓","不处理","教基教综\【02】教综6000题\【必看】免费领取49套真题.jpg","F:\BaiduNetdiskDownload\教学资料\教基教综\【02】教综6000题\【必看】免费领取49套真题.jpg"
"324","【必看】免费领取49套真题.jpg",".jpg","0.79","教基教综","教育综合","广告说明","暂缓","不处理","教基教综\【01】学霸精美笔记\【必看】免费领取49套真题.jpg","F:\BaiduNetdiskDownload\教学资料\教基教综\【01】学霸精美笔记\【必看】免费领取49套真题.jpg"
"325","【主要】如网盘转存失败或下载太慢，请看这里~.txt",".txt","0","教基教综","教育综合","广告说明","暂缓","不处理","教基教综\【主要】如网盘转存失败或下载太慢，请看这里~.txt","F:\BaiduNetdiskDownload\教学资料\教基教综\【主要】如网盘转存失败或下载太慢，请看这里~.txt"
"326","网盘资料代打印.jpg",".jpg","0.4","教基教综","教育综合","广告说明","暂缓","不处理","教基教综\网盘资料代打印.jpg","F:\BaiduNetdiskDownload\教学资料\教基教综\网盘资料代打印.jpg"
"327","438道言语理解题打印整理版.doc",".doc","0.31","西安高层次人才教育类","职测/行测","广告说明","暂缓","不处理","西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\438道言语理解题打印整理版.doc","F:\BaiduNetdiskDownload\教学资料\西安高层次人才教育类\【重点必过】西安高层次人才教育类招聘职业能力测试讲义题库重点\4. 新版《行政职业能力测试》专项重点\言语理解模块\438道言语理解题打印整理版.doc"
